"gene_name" "tau" "alpha" "sigma" "theta_1"
"74" "OUM_14" 0 1e-10 0.785261678664769 3.56935395991478
"75" "OUM_15" 0 1e-10 0.139194794562602 9.27158641238928
"76" "OUM_16" 0 1e-10 0.410707061618949 4.22181099289415
"77" "OUM_17" 0 1e-10 0.0146652814573029 8.00521471098324
"78" "OUM_18" 0 1e-10 0.0643692367502028 9.26257046248278
"79" "OUM_19" 0 1e-10 0.731242988083136 1.6890768670994
"80" "OUM_20" 0 1e-10 0.0683895239129592 8.59812543034265
"81" "OUM_21" 0 1e-10 0.0721549427887508 10.6455906133018
"82" "OUM_22" 0 1e-10 0.0832192422191135 9.38026480341437
"83" "OUM_23" 0 1e-10 0.10064552450538 8.30047931147252
"84" "OUM_24" 0 1e-10 0.0869598929361838 8.12627764317331
"85" "OUM_25" 0 1e-10 0.150616386139789 7.38840309240797
"86" "OUM_26" 0 1e-10 0.125276195933696 8.48368741008967
"87" "OUM_27" 0 1e-10 0.179662512374805 9.23490701765659
"88" "OUM_28" 0 1e-10 0.302303076758863 0.69698614811797
"89" "OUM_29" 0 1e-10 1.02109587449355 6.13316793097941
"90" "OUM_30" 0 1e-10 0.808013949076102 4.88191732086908
